material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal
mp-1228861,AlNi6Pd,"Al, Ni, Pd",3,0.0795937321874991,Tetragonal,123,P4/mmm,0.0,True,True
mp-1078010,YIn5Co,"Co, In, Y",3,0.01908404380952078,Tetragonal,123,P4/mmm,0.0,False,True
mp-1206242,YIn5Rh,"In, Rh, Y",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1025313,TiGa5Ni,"Ga, Ni, Ti",3,0.04536378599999402,Tetragonal,123,P4/mmm,0.0,True,True
mp-1218699,SrCaPb6,"Ca, Pb, Sr",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217224,Ti4Co5Ni,"Co, Ni, Ti",3,0.07377126191666772,Tetragonal,123,P4/mmm,0.0,True,True
mp-1222137,Mg3HgAu2,"Au, Hg, Mg",3,0.000900818333334108,Tetragonal,123,P4/mmm,0.0,True,True
mp-1216640,TiZnGa2,"Ga, Ti, Zn",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221704,MnCoPt2,"Co, Mn, Pt",3,0.08457569499999984,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221696,MnFePd6,"Fe, Mn, Pd",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221683,Mn6PtRh,"Mn, Pt, Rh",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228460,Al4Ni15Sn,"Al, Ni, Sn",3,0.009885515749997964,Tetragonal,123,P4/mmm,0.0,True,True
mp-21414,LaIn5Co,"Co, In, La",3,0.006022455238089641,Tetragonal,123,P4/mmm,0.0,False,True
mp-1215344,Zr8AgPd3,"Ag, Pd, Zr",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217065,Ti8Cu3Ni,"Cu, Ni, Ti",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224867,Ga2FeCo,"Co, Fe, Ga",3,0.06549027531249951,Tetragonal,123,P4/mmm,0.0,True,True
mp-1023366,CaYMg6,"Ca, Mg, Y",3,0.03730655124999949,Tetragonal,123,P4/mmm,0.0,True,True
mp-1218397,Sr5ZnCd4,"Cd, Sr, Zn",3,0.0024656122499981947,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224540,Hf(GaNi4)3,"Ga, Hf, Ni",3,0.0009052969999991944,Tetragonal,123,P4/mmm,0.0,True,True
